,tweet_id_str,date_time,location,tweet_text
183,1541001495029714944,2022-06-26 10:12:41+00:00,A Mafia state,"mass infection makes us immune , people omicron ba1 ba2 ' getting ill omicron ba4 ba5 , yes ? are. herd ever worked sterilising vaccines. mask up. open windows. use hepa filters business."
184,1540966737176412160,2022-06-26 07:54:34+00:00,,"screaming rooftops two years herd best. unfortunately ' late. unnecessary lockdowns experimental vaccines irreversibly damaged natural immune systems. hey , ' sure big pharma answer"
185,1540950507144957952,2022-06-26 06:50:05+00:00,,herd never happen mass vaccination program. well done sheep.
186,1540935161952493570,2022-06-26 05:49:06+00:00,New York City,"19 continue form world reaches herd immunity. , scientists say , sars cov 2 virus become endemic always present transmitted among people modest , predictable rates."
187,1540902716209111041,2022-06-26 03:40:10+00:00,"British Columbia, Canada",", , data shows massive work related disability claims starting jan 22. omicron mild ! job vacancies higher ever , w employers struggling fill positions. reinfections herd fail. watch video change course !"
188,1540880091957276673,2022-06-26 02:10:16+00:00,"Trail, BC, Canada",hiring wrong medical expert derailed us response #science #feedly
189,1540876536907038720,2022-06-26 01:56:09+00:00,Australia,"know , right. vax prevent infection transmission confer herd reinfection consequences much serious reinfection , mutations milder young people get sicker.illness badly affects economy #covid"
190,1540845798770053120,2022-06-25 23:54:00+00:00,"New York, NY",evidence emerged trump administration embraced dangerous discredited herd mass infection strategy prior availability 19 vaccines treatments. henderson1. #idtwitter #medtwitter
191,1540813345300807680,2022-06-25 21:45:03+00:00,,hiring wrong medical expert derailed us response #smartnews
192,1540811943950286850,2022-06-25 21:39:28+00:00,"Northern Ireland, UK","know 19 vaccination programme failed attain stated goal , herd ? universal deployment prophylaxis vaccines contradicts understanding epidemiology. ill advised experiment. full video"
193,1540794375642439681,2022-06-25 20:29:40+00:00,"Ottawa, ON Canada","would people even stand disabled targeted ? many ' believe helping protect us 19 herd , us financially struggle get , often expense health. would really us came ?"
194,1540793445329018880,2022-06-25 20:25:58+00:00,,"interesting see effect #glastonbury #covid. perhaps vaccines gotten us herd , perhaps"
195,1540757939262296065,2022-06-25 18:04:53+00:00,,fauci says 85 u.s. population need vaccinated 19 ' herd '
196,1540754435323723776,2022-06-25 17:50:57+00:00,United Kingdom,one people know tested positive add herd generously trying afford
197,1540716173662294016,2022-06-25 15:18:55+00:00,,"somebody loves misc liver failure unvaxxed kids whole bunch eu antivaxxers , especially danish us adherents masquerade totally rational experts pretend herd sars2 possible , . rein mds."
198,1540707176695533571,2022-06-25 14:43:10+00:00,Canada,trump ' task force leader pushed back ' herd ' approach medpage today
199,1540692178334121987,2022-06-25 13:43:34+00:00,,cdc pushed fake news child mortality tests showkids already herd covd 99 recoverable pfizer 0.8 effective j j moderna 1.2 astrazeneca 1.3 risk poisonous vax ?
200,1540676107648675847,2022-06-25 12:39:43+00:00,"St Petersburg, FL",hiring wrong medical expert derailed us response #covid
201,1540666184189747203,2022-06-25 12:00:17+00:00,,"one said needed vote harder , said us need vote every time. believe vaccination work since got vaxed end ? choose vote keeping us political herd ."
202,1540665508088774656,2022-06-25 11:57:35+00:00,,deborah birx argues scott atlas encouraged ideas defied basic principles public health trump ' task force leader pushed back ' herd ' approach
203,1540664805731831811,2022-06-25 11:54:48+00:00,,revealed extensive evidence ... efforts undermine nation ' public health response crisis attempt benefit former president politically. report shows trump administration embraced herd mass infection
204,1540651410416717830,2022-06-25 11:01:34+00:00,,"truth genetic vaccines leaky , poor durability , even every man , woman , child us vaccinated , products cannot achieve herd stop covid. completely safe , full risks remain unknown."
205,1540630100303122434,2022-06-25 09:36:54+00:00,"Middlesbrough, England","distraction policy working well , yesterday itn reported china told us rest world developed herd ! bbc reported ons data 1000 deaths day , die go hospital thats , get , media eh !"
206,1540614978130034689,2022-06-25 08:36:48+00:00,Tory Democide he/they,"aids , hyperbole. hepatitis polio tb meningococcal increased chickenpox severity monkeypox easily explained. sars conferred immunodeficiency causing older diseases become transmissible , defeating natural herd"
207,1540604758297542656,2022-06-25 07:56:12+00:00,"kanamaluka, plague island","welcome shit show please , remember important safe behaviours wash hands sanitise , cover coughs sneezes premier rockliff 9.5. 2022 , think , probably reflects modest level herd dr. veitch 6.6.2022 #politas"
208,1540599136860311553,2022-06-25 07:33:51+00:00,,"dr. naomi wolf fauci told world economic forum ' herd ' current vaccines viable long term options controlling sarscov2 says need broader sarscov2 vaccine. get ready , folks , cuz ' game plan."
209,1540586428777857024,2022-06-25 06:43:21+00:00,North Yorkshire. Plague Island,"johnson dither delay , pursuit herd , us taking chin probably cost 100,000 lives pandemic. removed office tried #democide. #johnsonout152 #torypoverty like #covid strategy political choice !"
210,1540580466780143618,2022-06-25 06:19:40+00:00,Scotland,#the rise #omicron variant shattered remaining illusions #herd immunity. brink #third omicron wave barely six months.
211,1540576993313685504,2022-06-25 06:05:52+00:00,"Rosedale, North York Moors","covid. harmless virus , one 60 70 people never symptoms. herd rocks !"
212,1540575271262224384,2022-06-25 05:59:01+00:00,USA 🇺🇸 Texas variant 🌊 ,". new select subcommittee report reveals full scope trump administration embrace dangerous discredited herd mass infection strategy jun 21 , 2022"
213,1540564503775088642,2022-06-25 05:16:14+00:00,USA,"deborah birx , coordinated response trump administration , said former president donald trump swayed dangerous ideas , including unfounded claims herd unproven treatments."
214,1540555679106158593,2022-06-25 04:41:10+00:00,"Las Vegas, NV, USA",utterly monstrous. seek worst guy offering worst advice. hiring wrong medical expert derailed us response
215,1540544310877102081,2022-06-25 03:56:00+00:00,Shanghai,"#shanghai begun offering #covid 19 #boostershots different #vaccines enhance herd fast mutating #coronavirus. subdistricts towns pudong new area initiated vaccination method , known sequential immunization."
216,1540540885615747072,2022-06-25 03:42:23+00:00,USA,"graph low vaccinated urk ' levels sewage closely resembles graph low vaccinated bulgaria ' cases. see herd urk , bulgaria vs herd mentality portugal , rest netherlands etc . discussed"
217,1540530285837697030,2022-06-25 03:00:16+00:00,,"herd immunity. two new variants coming tested again. holds , bullish. watchful waiting hopeful turn critical economic insults horizon ."
218,1540528772474175488,2022-06-25 02:54:15+00:00,,"deborah birx , coordinated response trump administration , said former president donald trump swayed dangerous ideas , including unfounded claims herd unproven treatments ."
219,1540527499557232640,2022-06-25 02:49:12+00:00,,"humble opinion 19 started raise ugly head. good mask essential though vaccinated boosted. severity may life threatening past due herd loss virulence. however , people co comorbidities must cautious ."
220,1540458398164074498,2022-06-24 22:14:37+00:00,"washington, dc",still care surrender herd
221,1540456007834316801,2022-06-24 22:05:07+00:00,"Earth, PNW",point. hiring wrong medical expert derailed us response ars technica
222,1540445969967452160,2022-06-24 21:25:13+00:00,Estonia,anybody remembers idea herd overcome ongoing ? ars technica great piece idea coming
223,1540425863627431936,2022-06-24 20:05:20+00:00,Toronto,"hiring wrong medical expert derailed us response makes much sense. damage already done. thanks , trumps , yet ... anything family touched ' ended fucked beyond reason ?"
224,1540424904666931202,2022-06-24 20:01:31+00:00,"metro Detroit, Michigan","missed news earlier week select subcommittee report. dr. atlas incorrectly estimated ' would cause 10,000 deaths ' wrote comparable toll normal flu season ' would unnoticed ' ..."
225,1540419698495328256,2022-06-24 19:40:50+00:00,random,hiring wrong medical expert derailed us response
226,1540416982213967872,2022-06-24 19:30:02+00:00,,hope herd dwindles alongside federal 19 budget supplies adtx aditxtscore tm could create map 19 immune responses
227,1540415723650039808,2022-06-24 19:25:02+00:00,"Los Angeles, CA",hope herd dwindles alongside federal 19 budget supplies adtx aditxtscore tm could create map 19 immune responses
228,1540415026074353664,2022-06-24 19:22:16+00:00,,"like great barrington declaration herd ? washington post trump swayed ' dangerous ideas ' , birx tells house panel."
229,1540409439773147142,2022-06-24 19:00:04+00:00,"San Francisco, California",hope herd dwindles alongside federal 19 budget supplies adtx aditxtscore tm could create map 19 immune responses
230,1540400142418862080,2022-06-24 18:23:07+00:00,"Guelph, Ontario",hiring wrong medical expert derailed us response
231,1540399275804442624,2022-06-24 18:19:41+00:00,Suburban Chicago,hiring wrong medical expert derailed us response
232,1540395500612030464,2022-06-24 18:04:41+00:00,"New York, NY",hiring wrong medical expert derailed us response
233,1540392218178949120,2022-06-24 17:51:38+00:00,"Los Angeles, California",' surprised trump administration callous directed wanted believe rather reality point welcomed unqualified harbinger death lead policy
234,1540389417998700544,2022-06-24 17:40:30+00:00,"West Coast, World Citizen ","wake , ' know ever reached herd , ' definitely reached herd stupidity ."
235,1540383716408688649,2022-06-24 17:17:51+00:00,Everywhere,"gop across country , including trump ' appointment scott atlas , advocated policies expose everyone , killing sick old order provoke herd prolife ......."
236,1540377285156515842,2022-06-24 16:52:18+00:00,"Winnipeg, Manitoba",adtx hope herd dwindles alongside federal 19 budget supplies aditxt inc. nasdaq adtx aditxtscore tm could create map 19 immune responses
237,1540373089262993408,2022-06-24 16:35:37+00:00,Somewhere near the Cotswolds,"problem trying herd end virus evolving better better variants , better means ' evolutionary advantage ' us."
238,1540369061913280513,2022-06-24 16:19:37+00:00,"Parish, NY","thinning herd trump hiring wrong medical expert derailed us response advocate herd inside white house pushed increase infections. john timmer 6 23 2022 , 1 49 pm"
239,1540337233143775234,2022-06-24 14:13:09+00:00,"Detroit, Michigan",hiring wrong medical expert derailed us response
240,1540334935541694468,2022-06-24 14:04:01+00:00,"Tampa, FL",hiring wrong medical expert derailed us response ars technica
241,1540334173378019330,2022-06-24 14:00:59+00:00,,"anti science legislators , way level potus , endanger lives ... us ' response went wrong country ended million deaths one worst per capita death rates world."
242,1540322613494714369,2022-06-24 13:15:03+00:00,Shanghai,#shanghai begun offering #covid19 #boostershots different vaccines enhance herd fast mutating coronavirus.
243,1540310299760365568,2022-06-24 12:26:07+00:00,"Toronto, ON, CDA","ajsd imo , scott atlas heard enthusiast hiring wrong medical expert derailed us response advocate herd inside white house pushed increase infections."
244,1540309419363368961,2022-06-24 12:22:37+00:00,,nobody cares ! herd way
245,1540300550704619522,2022-06-24 11:47:23+00:00,,hiring wrong medical expert derailed us response #smartnews
246,1540299959853109250,2022-06-24 11:45:02+00:00,"Washington, DC",putting ideology science made 19 us much worse
247,1540298158588174339,2022-06-24 11:37:53+00:00,RI,hiring wrong medical expert derailed us response #smartnews
248,1540292125308354562,2022-06-24 11:13:54+00:00,Canada 🇨🇦,mystery #covid19 proponents herd advocate deliberate mass infection young. keeping schools open central forcing parents unsafe workplaces preventing disruption profits cc
249,1540284805396545538,2022-06-24 10:44:49+00:00,I live in Ohio ,"natural offers greater protection vaccines , study finds. path toward herd"
250,1540281881241042950,2022-06-24 10:33:12+00:00,,"dr. geert vanden bossche infection , disease aggravate vaccinated mass vaccination leaky vaccines could lead herd immunity."
251,1540276072054259714,2022-06-24 10:10:07+00:00,"Wyoming, USA",lifer glowing red eyes acquired herd
252,1540273370041749504,2022-06-24 09:59:22+00:00,NC,must read report j. kushner hired quack dr. scott atlas push herd strategy trump wh undermine cdc measures rather promote preventative measures vaccines readily available
253,1540264612486168576,2022-06-24 09:24:35+00:00,,"course still talk getting big calls right , despite absence #covid cobrameetings , running ppe , herd , underfunding #nhs , scale contract corruption , lawbreaking , attempt suppress parliament , undermining good friday agreement"
254,1540259593883901953,2022-06-24 09:04:38+00:00,Norway,hiring wrong medical expert derailed us response
255,1540259289759068160,2022-06-24 09:03:25+00:00,"Suginami-ku, Tokyo-to, Japan","' never understood idea herd day 1 , understanding common cold also type coronavirus. anybody herd common cold ?"
256,1540254454410366976,2022-06-24 08:44:13+00:00,"North East, England",people said tories ' lose voters ' like wokeness disabused. coup almost complete. well done cupboard jumping sceptics put egos ahead britain ' future refused talk herd capitulation .
257,1540253242663309312,2022-06-24 08:39:24+00:00,"Louisiana, USA",proving herd exist.
258,1540249686207918080,2022-06-24 08:25:16+00:00,Thinkstan,hiring wrong medical expert derailed us response
259,1540245210000633856,2022-06-24 08:07:29+00:00,SoCal,hiring wrong medical expert derailed us response #smartnews
260,1540245066664382464,2022-06-24 08:06:54+00:00,University North Texas,anyway find experts talked herd ? #covid19 #covidau living #covid working ? let start creighton others ?
261,1540244224024903680,2022-06-24 08:03:34+00:00,University North Texas,19 reinfections expected rise. experts claimed term herd ?
262,1540238968817876992,2022-06-24 07:42:41+00:00,Melbourne,"geez , really looking like media libs completely wrong teals , alp greens working together. wrong prguy. wrong herd immunity. wrong libs ability government opposition. consistently wrong everything basically. #auspol"
263,1540230888734302208,2022-06-24 07:10:34+00:00,,injecting small children vaccine designed alpha strain going change course called pandemic. problems virus 2yrs perhaps last chance herd immunity. makes perfect sense '
264,1540229948249673728,2022-06-24 07:06:50+00:00,,new hiring wrong medical expert derailed us response
265,1540229525006684160,2022-06-24 07:05:09+00:00,Forest of Dean,wow ! lot big decisions right got many decisions wrong u turn ! herd ? ppe ? care homes ? eat help ? partygate ? #outoftouch
266,1540219209858301953,2022-06-24 06:24:10+00:00,,"people say herd context , means. great barrington declaration made little experiment eugenics official policy."
267,1540213246644420614,2022-06-24 06:00:28+00:00,"Burlington, VT",hiring wrong medical expert derailed us response
268,1540212603712319488,2022-06-24 05:57:55+00:00,"Oami, Chiba, Japan",new report scott atlas made herd unofficial us policy hiring wrong medical expert derailed us response advocate herd inside white house pushed increase infections.
269,1540208496272199682,2022-06-24 05:41:35+00:00,,hiring wrong medical expert derailed us response #science
270,1540206184220676097,2022-06-24 05:32:24+00:00,Australia,"seems like gerrard ' necessary qlders catch achieve herd work , huh ? abandoning public health measures foisting burden onto gps eds. absolute dereliction duty sacked. 1 job public health !"
271,1540204053682077696,2022-06-24 05:23:56+00:00,"London, England",impt new #covid19 info reinfection .. read entire thread.herd study signals reinfection common already gt 12 likely carry significant risk get reinfected likely substantial additional burden health systems society
272,1540197143541055488,2022-06-24 04:56:29+00:00,Danmark,"german health minister lauterbach capability read analyse valid scientifically documented data. unlike denies threath population. continues herd strategy , although continuously mutate"
273,1540193260236197891,2022-06-24 04:41:03+00:00,"Long Island, NY",hiring wrong medical expert derailed us response
274,1540177210694602752,2022-06-24 03:37:16+00:00,,"welp , could ' seen coming ? risk death , hospitalisation post illnesses organ systems increases reinfection. herd joke , funny one , dangerous one. government fails us again."
275,1540160082440241152,2022-06-24 02:29:13+00:00,"New York, USA","johnson government used implement massive transfer social wealth major corporations , imposing herd policy killed 200,000 people left millions long term illness."
276,1540143064475639808,2022-06-24 01:21:35+00:00,"California, USA",hiring wrong medical expert derailed us response
277,1540139913567301633,2022-06-24 01:09:04+00:00,"Portland, OR",hiring wrong medical expert derailed us response
278,1540138957220073473,2022-06-24 01:05:16+00:00,"St Petersburg, FL",trump ' task force leader pushed back ' herd ' approach medpage today
279,1540138337050062848,2022-06-24 01:02:48+00:00,"Seattle, WA, USA (mostly)","hiring wrong medical expert derailed us response scott atlas , white house adviser , used position advocate allowing sars cov 2 virus spread tried block testing , would goal."
